drone_id,latitude,longitude,altitude,speed,battery,packet_sequence,speed_alt_ratio,battery_drain_rate,attack_type,is_anomaly
drone_8,34.360261,-117.973487,102.98,114.31,45.88,1591,1.0993,54.12,GPS_SPOOFING,1
drone_2,34.045549,-118.231089,96.64,8.49,84.36,1397,0.087,15.64,NORMAL,0
drone_5,34.07144,-118.238168,297.41,21.18,93.22,1465,0.071,6.78,NORMAL,0
drone_10,34.180798,-117.976992,203.1,90.96,79.45,1658,0.4457,20.55,GPS_SPOOFING,1
drone_2,34.056404,-118.232439,97.94,23.84,89.39,371,0.241,10.61,NORMAL,0
drone_1,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_1,34.046051,-118.259625,120.26,16.65,89.77,737,0.1373,10.23,NORMAL,0
drone_2,34.060008,-118.246182,151.59,43.53,48.32,64549,0.2853,51.68,DOS,1
drone_1,34.05936,-118.25929,265.32,17.56,82.68,806,0.0659,17.32,NORMAL,0
drone_7,34.067589,-118.262864,63.24,10.92,62.32,621,0.17,37.68,NORMAL,0
drone_1,34.057016,-118.233231,96.14,16.2,77.21,1236,0.1668,22.79,NORMAL,0
drone_4,34.036959,-118.235061,217.96,19.81,70.42,1353,0.0905,29.58,NORMAL,0
drone_3,34.069344,-118.22691,167.47,11.59,90.73,866,0.0688,9.27,NORMAL,0
drone_10,34.068735,-118.247829,100.99,19.98,68.79,518,0.1959,31.21,NORMAL,0
drone_2,34.070796,-118.253913,161.97,51.84,50.44,56555,0.3181,49.56,DOS,1
drone_6,34.036788,-118.256561,246.64,17.42,99.8,189,0.0703,0.2,NORMAL,0
drone_8,34.040715,-118.242831,56.24,9.24,89.86,96,0.1614,10.14,NORMAL,0
drone_4,34.047177,-118.255334,280.72,23.82,73.05,186,0.0846,26.95,NORMAL,0
drone_9,34.044305,-118.233146,185.78,21.0,82.75,670,0.1124,17.25,NORMAL,0
drone_2,34.046946,-118.252578,274.26,8.05,67.96,1111,0.0292,32.04,NORMAL,0
drone_1,34.036716,-118.261333,124.87,10.94,75.85,1304,0.0869,24.15,NORMAL,0
drone_6,34.217224,-117.806283,209.49,153.69,65.58,1621,0.7302,34.42,GPS_SPOOFING,1
drone_4,34.045592,-118.24132,256.81,16.37,85.45,346,0.0635,14.55,NORMAL,0
drone_4,34.055144,-118.228826,121.94,57.37,59.47,67657,0.4667,40.53,DOS,1
drone_8,34.036818,-118.225613,170.8,24.21,73.78,17,0.1409,26.22,NORMAL,0
drone_2,34.059889,-118.230723,227.45,19.72,61.34,563,0.0863,38.66,NORMAL,0
drone_5,34.41659,-117.814238,177.81,142.56,42.38,1525,0.7973,57.62,GPS_SPOOFING,1
drone_9,34.062073,-118.230078,51.46,5.17,83.98,1446,0.0986,16.02,NORMAL,0
drone_1,34.037573,-118.263228,186.53,9.05,98.59,160,0.0483,1.41,NORMAL,0
drone_2,34.064512,-118.229886,57.86,15.56,82.39,996,0.2644,17.61,NORMAL,0
drone_7,34.050574,-118.260872,156.05,16.65,85.56,237,0.106,14.44,NORMAL,0
drone_8,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_3,34.058099,-118.248231,124.56,23.36,62.08,452,0.186,37.92,NORMAL,0
drone_9,34.040481,-118.243573,124.11,12.19,73.64,1161,0.0974,26.36,NORMAL,0
drone_10,34.058322,-118.237436,169.81,18.41,87.45,445,0.1078,12.55,NORMAL,0
drone_8,34.059706,-118.225823,163.86,13.64,81.91,863,0.0827,18.09,NORMAL,0
drone_8,34.551318,-117.858916,240.71,141.58,73.43,1680,0.5857,26.57,GPS_SPOOFING,1
drone_7,34.050296,-118.239156,197.19,13.45,98.38,379,0.0679,1.62,NORMAL,0
drone_8,34.204054,-117.875349,288.69,149.87,77.06,1743,0.5173,22.94,GPS_SPOOFING,1
drone_8,34.057648,-118.250292,267.94,13.55,84.02,393,0.0504,15.98,NORMAL,0
drone_9,34.044091,-118.235391,110.42,11.22,91.37,1036,0.1007,8.63,NORMAL,0
drone_1,34.070944,-118.248995,242.15,20.52,68.1,874,0.0844,31.9,NORMAL,0
drone_7,34.065312,-118.250038,191.94,22.22,91.09,666,0.1152,8.91,NORMAL,0
drone_10,34.065411,-118.260583,72.38,22.17,98.86,121,0.3021,1.14,NORMAL,0
drone_5,34.060768,-118.239441,6.23,0.03,12.27,1900,0.0041,87.73,JAMMING,1
drone_10,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_8,34.068892,-118.253767,64.54,14.83,64.59,1076,0.2263,35.41,NORMAL,0
drone_9,34.057012,-118.257783,73.76,19.59,63.4,819,0.262,36.6,NORMAL,0
drone_4,34.065395,-118.251993,72.79,17.99,90.14,1334,0.2438,9.86,NORMAL,0
drone_1,34.037435,-118.256192,92.75,24.14,65.82,633,0.2575,34.18,NORMAL,0
drone_2,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_6,34.046097,-118.243729,211.02,21.99,97.68,649,0.1037,2.32,NORMAL,0
drone_2,34.065125,-118.262778,206.37,11.28,82.09,576,0.0544,17.91,NORMAL,0
drone_4,34.041809,-118.254707,273.91,19.34,63.49,494,0.0704,36.51,NORMAL,0
drone_3,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_5,34.033947,-118.261689,148.04,15.61,81.58,939,0.1047,18.42,NORMAL,0
drone_2,34.071989,-118.228571,132.08,32.31,59.81,74303,0.2428,40.19,DOS,1
drone_8,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_10,34.430039,-117.90094,373.76,129.28,62.28,1697,0.345,37.72,GPS_SPOOFING,1
drone_10,34.053939,-118.257642,245.62,23.66,71.37,392,0.0959,28.63,NORMAL,0
drone_3,34.066328,-118.243088,144.05,20.88,98.08,968,0.144,1.92,NORMAL,0
drone_8,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_4,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_4,34.051103,-118.244343,11.34,0.08,14.19,1948,0.0065,85.81,JAMMING,1
drone_2,34.052111,-118.239399,122.81,21.52,97.64,136,0.1738,2.36,NORMAL,0
drone_4,34.04817,-118.230651,172.88,11.77,67.68,437,0.0677,32.32,NORMAL,0
drone_1,34.045506,-118.237436,7.25,0.94,11.75,1908,0.1139,88.25,JAMMING,1
drone_7,34.066067,-118.230854,269.63,11.73,75.07,631,0.0433,24.93,NORMAL,0
drone_9,34.051589,-118.259684,212.28,16.66,60.72,259,0.0781,39.28,NORMAL,0
drone_6,34.059379,-118.248794,5.21,0.97,2.74,2000,0.1562,97.26,JAMMING,1
drone_7,34.050513,-118.252896,4.92,0.27,3.23,1753,0.0456,96.77,JAMMING,1
drone_2,34.065638,-118.238542,213.38,20.32,74.8,166,0.0948,25.2,NORMAL,0
drone_3,34.053693,-118.241123,53.04,7.82,80.96,1080,0.1447,19.04,NORMAL,0
drone_8,34.055678,-118.254903,136.45,22.62,61.48,493,0.1646,38.52,NORMAL,0
drone_10,34.047168,-118.244863,179.06,16.01,65.19,1005,0.0889,34.81,NORMAL,0
drone_3,34.070517,-118.233604,213.85,5.22,87.82,619,0.0243,12.18,NORMAL,0
drone_6,34.054067,-118.261265,259.41,10.16,66.89,50,0.039,33.11,NORMAL,0
drone_4,34.045163,-118.237011,149.24,13.65,67.9,1378,0.0909,32.1,NORMAL,0
drone_3,34.033352,-118.246566,214.26,21.82,75.74,994,0.1014,24.26,NORMAL,0
drone_8,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_4,34.052276,-118.235426,132.44,59.03,47.0,61974,0.4424,53.0,DOS,1
drone_5,34.203817,-118.025572,303.53,108.18,47.75,1601,0.3552,52.25,GPS_SPOOFING,1
drone_4,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_5,34.039056,-118.250417,280.51,5.53,62.53,566,0.0196,37.47,NORMAL,0
drone_10,34.03705,-118.224689,240.98,11.09,80.54,787,0.0458,19.46,NORMAL,0
drone_1,34.068843,-118.224884,161.73,49.7,31.54,57588,0.3054,68.46,DOS,1
drone_7,34.033179,-118.25879,212.59,11.79,78.12,805,0.0552,21.88,NORMAL,0
drone_3,34.062674,-118.252025,175.78,13.24,81.97,687,0.0749,18.03,NORMAL,0
drone_5,34.054783,-118.242428,5.03,1.22,8.61,1831,0.2023,91.39,JAMMING,1
drone_8,34.041225,-118.251721,274.14,10.16,80.96,647,0.0369,19.04,NORMAL,0
drone_2,34.066004,-118.230666,192.39,18.07,70.84,1305,0.0934,29.16,NORMAL,0
drone_4,34.055721,-118.239092,155.57,51.85,69.55,81035,0.3312,30.45,DOS,1
drone_2,34.038179,-118.236133,181.08,23.74,87.14,4,0.1304,12.86,NORMAL,0
drone_1,34.038186,-118.231088,55.9,8.3,84.82,406,0.1459,15.18,NORMAL,0
drone_4,34.190641,-117.984668,361.41,90.54,78.04,1508,0.2498,21.96,GPS_SPOOFING,1
drone_6,34.045016,-118.254127,81.56,8.88,65.86,1243,0.1076,34.14,NORMAL,0
drone_2,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_3,34.0639,-118.234514,251.19,7.56,72.83,1348,0.03,27.17,NORMAL,0
drone_5,34.069246,-118.257271,251.06,14.64,86.96,102,0.0581,13.04,NORMAL,0
drone_5,34.042444,-118.251671,4.13,0.35,4.58,1854,0.0682,95.42,JAMMING,1
drone_2,34.038005,-118.230667,123.97,47.68,58.72,42256,0.3815,41.28,DOS,1
drone_9,34.054802,-118.255354,272.65,12.96,99.65,959,0.0474,0.35,NORMAL,0
drone_4,34.052796,-118.245503,10.62,1.35,7.17,1968,0.1162,92.83,JAMMING,1
drone_2,34.056344,-118.244698,14.89,1.54,11.93,1776,0.0969,88.07,JAMMING,1
drone_6,34.457469,-117.907222,295.2,136.58,86.69,1587,0.4611,13.31,GPS_SPOOFING,1
drone_1,34.044996,-118.247004,10.77,1.74,8.77,1987,0.1478,91.23,JAMMING,1
drone_4,34.045197,-118.243294,0.79,0.97,3.19,1822,0.5419,96.81,JAMMING,1
drone_9,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_5,34.059655,-118.245516,159.29,31.63,43.66,44454,0.1973,56.34,DOS,1
drone_7,34.069479,-118.263098,143.12,6.54,92.75,315,0.0454,7.25,NORMAL,0
drone_7,34.351924,-117.917293,164.93,151.5,83.04,1648,0.913,16.96,GPS_SPOOFING,1
drone_4,34.047425,-118.253062,14.11,0.78,2.21,1810,0.0516,97.79,JAMMING,1
drone_8,34.056762,-118.230824,121.84,6.67,64.38,862,0.0543,35.62,NORMAL,0
drone_6,34.037321,-118.240951,298.8,8.34,86.55,118,0.0278,13.45,NORMAL,0
drone_9,34.045946,-118.238154,82.01,21.66,99.41,468,0.2609,0.59,NORMAL,0
drone_8,34.061716,-118.250216,126.03,6.33,76.95,99,0.0498,23.05,NORMAL,0
drone_7,34.04539,-118.244523,2.24,1.81,10.03,1793,0.5586,89.97,JAMMING,1
drone_2,34.052425,-118.242061,298.21,10.25,95.77,274,0.0343,4.23,NORMAL,0
drone_1,34.064175,-118.245309,89.3,13.48,73.0,847,0.1493,27.0,NORMAL,0
drone_7,34.053723,-118.259107,185.05,5.38,93.19,846,0.0289,6.81,NORMAL,0
drone_5,34.47302,-117.904003,174.05,134.47,47.95,1661,0.7682,52.05,GPS_SPOOFING,1
drone_7,34.045646,-118.254134,144.35,13.55,70.85,1309,0.0932,29.15,NORMAL,0
drone_4,34.045153,-118.241609,238.69,23.53,70.93,1031,0.0982,29.07,NORMAL,0
drone_2,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_5,34.069856,-118.238283,74.51,12.04,89.25,639,0.1594,10.75,NORMAL,0
drone_6,34.29736,-118.067315,269.09,86.56,49.7,1711,0.3205,50.3,GPS_SPOOFING,1
drone_3,34.065913,-118.248733,64.56,7.6,97.9,1395,0.1159,2.1,NORMAL,0
drone_1,34.070895,-118.261178,163.55,11.95,81.42,1408,0.0726,18.58,NORMAL,0
drone_9,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_10,34.04006,-118.244811,287.32,14.04,96.23,919,0.0487,3.77,NORMAL,0
drone_10,34.190186,-117.818033,230.02,140.84,70.98,1698,0.6096,29.02,GPS_SPOOFING,1
drone_3,34.04204,-118.262612,100.6,22.69,97.44,1406,0.2233,2.56,NORMAL,0
drone_4,34.032392,-118.258809,296.66,17.28,88.43,1102,0.0581,11.57,NORMAL,0
drone_2,34.071016,-118.255392,225.88,13.26,85.79,1074,0.0584,14.21,NORMAL,0
drone_1,34.056994,-118.260453,175.29,12.39,61.63,1023,0.0703,38.37,NORMAL,0
drone_2,34.051368,-118.240468,117.53,13.84,87.14,669,0.1168,12.86,NORMAL,0
drone_6,34.060698,-118.228774,178.24,13.59,71.72,1450,0.0758,28.28,NORMAL,0
drone_7,34.216115,-118.08244,237.64,142.48,59.22,1640,0.597,40.78,GPS_SPOOFING,1
drone_3,34.046607,-118.225071,106.79,17.42,62.25,1025,0.1616,37.75,NORMAL,0
drone_10,34.035327,-118.239046,184.85,24.02,85.72,947,0.1292,14.28,NORMAL,0
drone_1,34.041434,-118.238011,286.02,6.27,89.49,448,0.0218,10.51,NORMAL,0
drone_7,34.042331,-118.241463,244.21,13.69,75.2,1173,0.0558,24.8,NORMAL,0
drone_2,34.050554,-118.254174,274.8,22.59,78.4,990,0.0819,21.6,NORMAL,0
drone_2,34.06254,-118.238215,150.09,57.02,60.35,34208,0.3774,39.65,DOS,1
drone_7,34.049324,-118.249046,13.56,0.98,5.03,1775,0.0673,94.97,JAMMING,1
drone_4,34.052997,-118.237255,4.05,1.88,3.51,1893,0.3723,96.49,JAMMING,1
drone_2,34.057336,-118.246184,12.01,1.69,9.93,1852,0.1299,90.07,JAMMING,1
drone_5,34.069843,-118.228613,80.14,18.0,79.91,302,0.2218,20.09,NORMAL,0
drone_2,34.064682,-118.242061,93.63,33.2,56.95,11755,0.3508,43.05,DOS,1
drone_9,34.18591,-117.889225,113.32,138.2,85.66,1553,1.2089,14.34,GPS_SPOOFING,1
drone_10,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_1,34.411954,-118.072543,338.25,133.25,60.33,1672,0.3928,39.67,GPS_SPOOFING,1
drone_10,34.0679,-118.253048,53.87,44.85,54.61,71490,0.8174,45.39,DOS,1
drone_1,34.042156,-118.262117,267.08,23.4,66.23,1216,0.0873,33.77,NORMAL,0
drone_1,34.033417,-118.254356,285.63,20.16,85.73,797,0.0703,14.27,NORMAL,0
drone_1,34.050585,-118.227478,134.82,21.1,84.39,1245,0.1554,15.61,NORMAL,0
drone_6,34.071112,-118.228433,85.5,21.76,69.05,29,0.2516,30.95,NORMAL,0
drone_10,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_7,34.069923,-118.228563,55.65,10.2,65.58,461,0.1801,34.42,NORMAL,0
drone_8,34.049724,-118.24729,220.86,11.01,90.89,12,0.0496,9.11,NORMAL,0
drone_6,34.051666,-118.247379,137.24,7.29,93.61,104,0.0527,6.39,NORMAL,0
drone_8,34.053595,-118.228218,118.28,55.24,40.22,66072,0.4631,59.78,DOS,1
drone_4,34.056828,-118.241171,144.56,17.34,69.63,772,0.1191,30.37,NORMAL,0
drone_8,34.065502,-118.233456,59.71,9.55,72.66,516,0.1573,27.34,NORMAL,0
drone_10,34.056402,-118.229737,120.0,39.8,62.86,24716,0.3289,37.14,DOS,1
drone_2,34.498544,-118.01329,106.06,105.85,88.45,1627,0.9887,11.55,GPS_SPOOFING,1
drone_7,34.066212,-118.246449,289.38,18.64,63.2,398,0.0642,36.8,NORMAL,0
drone_1,34.065154,-118.25209,88.05,37.96,67.39,36971,0.4263,32.61,DOS,1
drone_8,34.046513,-118.232246,59.94,10.6,80.34,986,0.1739,19.66,NORMAL,0
drone_6,34.038725,-118.24532,180.54,21.1,94.46,1256,0.1162,5.54,NORMAL,0
drone_2,34.041316,-118.252927,217.33,18.13,99.31,495,0.083,0.69,NORMAL,0
drone_3,34.047018,-118.263388,107.54,59.71,42.1,11992,0.5501,57.9,DOS,1
drone_3,34.059054,-118.228431,216.07,11.6,86.31,1027,0.0534,13.69,NORMAL,0
drone_1,34.049842,-118.242237,292.2,5.63,72.8,1440,0.0192,27.2,NORMAL,0
drone_7,34.061331,-118.249523,152.56,31.85,61.3,78245,0.2074,38.7,DOS,1
drone_1,34.058384,-118.235067,10.1,1.4,14.08,1802,0.1261,85.92,JAMMING,1
drone_3,34.484204,-118.041922,327.12,153.99,72.21,1523,0.4693,27.79,GPS_SPOOFING,1
drone_2,34.039949,-118.23354,108.47,12.19,99.48,831,0.1114,0.52,NORMAL,0
drone_7,34.058511,-118.243419,287.85,20.99,71.99,1041,0.0727,28.01,NORMAL,0
drone_4,34.051776,-118.246014,7.89,0.56,10.86,1790,0.063,89.14,JAMMING,1
drone_1,34.067021,-118.25343,216.86,7.42,74.4,1090,0.0341,25.6,NORMAL,0
drone_8,34.203712,-117.91614,360.61,121.58,59.64,1630,0.3362,40.36,GPS_SPOOFING,1
drone_10,34.042426,-118.238003,167.2,14.12,79.19,708,0.0839,20.81,NORMAL,0
drone_9,34.032381,-118.258277,200.19,13.42,73.67,153,0.0667,26.33,NORMAL,0
drone_6,34.316688,-118.066098,352.53,93.06,60.74,1656,0.2632,39.26,GPS_SPOOFING,1
drone_10,34.053442,-118.231904,105.93,18.94,74.05,618,0.1771,25.95,NORMAL,0
drone_5,34.070857,-118.245595,176.12,6.79,83.98,1202,0.0383,16.02,NORMAL,0
drone_5,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_8,34.038731,-118.234818,86.61,13.56,61.49,667,0.1548,38.51,NORMAL,0
drone_8,34.049306,-118.255192,171.32,7.69,65.01,1155,0.0446,34.99,NORMAL,0
drone_7,34.068988,-118.235783,279.8,7.74,67.96,775,0.0276,32.04,NORMAL,0
drone_1,34.058506,-118.253008,6.53,0.09,6.96,1880,0.012,93.04,JAMMING,1
drone_3,34.047054,-118.261295,50.85,15.76,67.69,520,0.304,32.31,NORMAL,0
drone_5,34.032257,-118.23213,235.77,9.4,79.07,511,0.0397,20.93,NORMAL,0
drone_10,34.354364,-118.038426,233.09,91.81,53.01,1669,0.3922,46.99,GPS_SPOOFING,1
drone_4,34.478542,-118.008398,283.22,150.05,80.23,1647,0.5279,19.77,GPS_SPOOFING,1
drone_1,34.056113,-118.251371,3.08,0.48,1.76,1782,0.1176,98.24,JAMMING,1
drone_9,34.068244,-118.240228,142.34,40.56,67.62,58257,0.283,32.38,DOS,1
drone_7,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_7,34.045581,-118.237025,2.87,0.33,3.41,1849,0.0853,96.59,JAMMING,1
drone_3,34.03743,-118.250844,147.67,20.2,96.66,889,0.1359,3.34,NORMAL,0
drone_7,34.072018,-118.235148,54.43,11.69,76.69,1055,0.2109,23.31,NORMAL,0
drone_5,34.039344,-118.234913,268.11,10.69,86.17,1418,0.0397,13.83,NORMAL,0
drone_8,34.042326,-118.258907,57.95,16.76,97.38,323,0.2843,2.62,NORMAL,0
drone_9,34.059141,-118.255476,274.75,19.55,90.8,723,0.0709,9.2,NORMAL,0
drone_4,34.057002,-118.247658,256.0,14.57,90.62,1012,0.0567,9.38,NORMAL,0
drone_5,34.034585,-118.233132,199.15,20.2,64.73,1387,0.1009,35.27,NORMAL,0
drone_4,34.053771,-118.24109,129.58,10.38,89.52,1379,0.0795,10.48,NORMAL,0
drone_2,34.052269,-118.240193,3.5,1.62,1.88,1833,0.36,98.12,JAMMING,1
drone_1,34.042443,-118.236566,88.38,38.07,29.02,15126,0.4259,70.98,DOS,1
drone_8,34.051764,-118.257492,136.02,13.49,65.22,21,0.0985,34.78,NORMAL,0
drone_8,34.059283,-118.248247,162.36,23.73,84.49,1097,0.1453,15.51,NORMAL,0
drone_2,34.056468,-118.251046,12.69,0.19,3.53,1788,0.0139,96.47,JAMMING,1
drone_8,34.053176,-118.235365,129.4,6.84,84.22,266,0.0525,15.78,NORMAL,0
drone_10,34.510299,-118.054879,185.58,88.1,79.83,1612,0.4722,20.17,GPS_SPOOFING,1
drone_10,34.039486,-118.251484,57.13,16.38,80.99,1428,0.2818,19.01,NORMAL,0
drone_1,34.069802,-118.238229,187.31,18.31,71.59,230,0.0972,28.41,NORMAL,0
drone_9,34.035437,-118.251406,106.0,11.51,64.0,1350,0.1076,36.0,NORMAL,0
drone_8,34.04986,-118.252669,219.71,7.8,60.54,1084,0.0353,39.46,NORMAL,0
drone_6,34.03825,-118.250669,220.04,16.22,70.54,348,0.0734,29.46,NORMAL,0
drone_8,34.403392,-117.825866,122.95,142.2,64.76,1550,1.1472,35.24,GPS_SPOOFING,1
drone_9,34.046286,-118.22968,196.88,22.0,62.86,1220,0.1112,37.14,NORMAL,0
drone_10,34.043476,-118.247197,182.29,44.98,56.68,16893,0.2454,43.32,DOS,1
drone_7,34.06495,-118.260078,257.37,20.51,71.54,924,0.0794,28.46,NORMAL,0
drone_2,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_3,34.071098,-118.246763,77.94,5.28,85.67,496,0.0669,14.33,NORMAL,0
drone_5,34.072099,-118.246986,69.71,8.84,99.85,252,0.125,0.15,NORMAL,0
drone_9,34.036817,-118.24746,68.44,31.41,67.67,84475,0.4523,32.33,DOS,1
drone_9,34.062179,-118.252112,171.13,35.24,34.54,24027,0.2047,65.46,DOS,1
drone_1,34.058263,-118.255095,116.88,21.2,88.29,1014,0.1798,11.71,NORMAL,0
drone_10,34.209354,-117.774408,316.93,92.9,80.5,1685,0.2922,19.5,GPS_SPOOFING,1
drone_1,34.054849,-118.254332,192.62,42.88,37.51,21430,0.2215,62.49,DOS,1
drone_1,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_3,34.036493,-118.258333,94.47,58.55,62.84,18288,0.6133,37.16,DOS,1
drone_1,34.071011,-118.245392,298.63,14.59,92.47,249,0.0487,7.53,NORMAL,0
drone_2,34.048954,-118.234779,82.7,10.9,89.14,449,0.1302,10.86,NORMAL,0
drone_7,34.062462,-118.263392,91.59,37.03,22.48,35517,0.3999,77.52,DOS,1
drone_6,34.040639,-118.23343,166.26,5.09,85.8,636,0.0304,14.2,NORMAL,0
drone_10,34.054178,-118.243219,14.75,1.07,12.2,1820,0.0679,87.8,JAMMING,1
drone_2,34.431518,-117.98475,258.85,93.56,88.99,1608,0.3601,11.01,GPS_SPOOFING,1
drone_6,34.069016,-118.246384,222.3,18.86,69.33,634,0.0845,30.67,NORMAL,0
drone_7,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_4,34.038099,-118.259321,182.61,10.36,63.78,113,0.0564,36.22,NORMAL,0
drone_3,34.068727,-118.236403,117.15,7.44,62.35,339,0.063,37.65,NORMAL,0
drone_5,34.273077,-117.89655,235.98,84.03,54.32,1749,0.3546,45.68,GPS_SPOOFING,1
drone_3,34.037923,-118.225851,223.82,6.18,63.81,1330,0.0275,36.19,NORMAL,0
drone_6,34.056683,-118.22619,178.38,7.79,92.61,704,0.0434,7.39,NORMAL,0
drone_8,34.06471,-118.253037,81.95,14.78,61.82,702,0.1782,38.18,NORMAL,0
drone_5,34.036,-118.243092,144.14,39.42,69.81,29479,0.2716,30.19,DOS,1
drone_5,34.069305,-118.238799,91.98,19.52,63.36,76,0.2099,36.64,NORMAL,0
drone_5,34.042114,-118.250341,197.48,23.55,70.74,360,0.1187,29.26,NORMAL,0
drone_7,34.065454,-118.244669,198.86,5.77,81.37,205,0.0289,18.63,NORMAL,0
drone_1,34.326415,-117.860625,323.24,145.77,69.14,1668,0.4496,30.86,GPS_SPOOFING,1
drone_8,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_6,34.034462,-118.238483,94.07,44.64,53.98,61405,0.4695,46.02,DOS,1
drone_10,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_5,34.046728,-118.249041,122.28,33.73,26.79,42862,0.2736,73.21,DOS,1
drone_6,34.036021,-118.260806,89.96,11.86,94.29,999,0.1304,5.71,NORMAL,0
drone_5,34.03813,-118.24753,190.94,23.39,87.99,212,0.1219,12.01,NORMAL,0
drone_5,34.052773,-118.254596,85.08,11.42,87.56,659,0.1327,12.44,NORMAL,0
drone_3,34.0381,-118.246175,242.78,23.53,78.23,122,0.0965,21.77,NORMAL,0
drone_3,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_2,34.055022,-118.233041,180.47,19.67,87.91,1132,0.1084,12.09,NORMAL,0
drone_8,34.038588,-118.233789,295.04,9.97,74.17,1358,0.0337,25.83,NORMAL,0
drone_5,34.058347,-118.230218,269.73,18.91,74.04,680,0.0698,25.96,NORMAL,0
drone_9,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_9,34.035252,-118.229169,283.7,17.89,99.32,816,0.0628,0.68,NORMAL,0
drone_1,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_8,34.05762,-118.23463,132.73,20.96,80.62,1180,0.1567,19.38,NORMAL,0
drone_4,34.04017,-118.255927,136.47,19.59,91.59,686,0.1425,8.41,NORMAL,0
drone_4,34.068847,-118.249304,93.92,54.68,28.59,49062,0.5761,71.41,DOS,1
drone_7,34.04691,-118.236566,2.16,1.29,8.16,1760,0.4082,91.84,JAMMING,1
drone_8,34.033379,-118.263034,137.83,21.5,71.07,151,0.1549,28.93,NORMAL,0
drone_5,34.06753,-118.250155,86.68,22.98,78.3,168,0.2621,21.7,NORMAL,0
drone_10,34.051582,-118.23925,73.91,14.46,66.9,331,0.193,33.1,NORMAL,0
drone_9,34.425565,-117.895824,280.86,156.06,70.73,1611,0.5537,29.27,GPS_SPOOFING,1
drone_1,34.061475,-118.250752,79.0,22.9,81.68,345,0.2863,18.32,NORMAL,0
drone_1,34.049672,-118.249722,11.55,1.75,5.29,1961,0.1394,94.71,JAMMING,1
drone_5,34.045973,-118.240499,5.76,1.43,10.55,1860,0.2115,89.45,JAMMING,1
drone_6,34.056472,-118.249025,216.17,5.71,64.82,326,0.0263,35.18,NORMAL,0
drone_7,34.040992,-118.260691,100.63,43.72,38.23,75039,0.4302,61.77,DOS,1
drone_4,34.040284,-118.253869,212.1,21.47,98.34,1170,0.1008,1.66,NORMAL,0
drone_2,34.03628,-118.236672,132.64,48.15,38.5,41699,0.3603,61.5,DOS,1
drone_2,34.038542,-118.246964,114.14,13.79,91.88,864,0.1198,8.12,NORMAL,0
drone_1,34.053956,-118.241584,157.0,24.03,88.07,184,0.1521,11.93,NORMAL,0
drone_3,34.160127,-118.122401,131.72,140.76,81.62,1531,1.0606,18.38,GPS_SPOOFING,1
drone_8,34.049902,-118.249415,74.24,5.57,90.09,426,0.074,9.91,NORMAL,0
drone_4,34.0572,-118.2387,100.0,10.0,75.0,500,0.099,25.0,REPLAY_ATTACK,1
drone_4,34.297781,-118.054428,296.56,127.91,51.14,1527,0.4299,48.86,GPS_SPOOFING,1
